"b_HabitatMed_1","b_HabitatHigh_1","b_TrailCondMed_1","b_TrailCondHigh_1","b_CrowdingMed_1","b_CrowdingLow_1","b_cost_1","asc_optout_1","b_HabitatMed_2","b_HabitatHigh_2","b_TrailCondMed_2","b_TrailCondHigh_2","b_CrowdingMed_2","b_CrowdingLow_2","b_cost_2","asc_optout_2","delta_2","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6121.46767245814
0.0994481051808975,0.21787368110605,0.154217447951806,0.201938701408553,0.171415803937668,0.129066265902207,0.00209568701614344,-0.58731726392257,0.0994481051808978,0.217873681106051,0.154217447951808,0.201938701408553,0.171415803937671,0.129066265902207,0.00209568701614345,-0.58731726392257,0,-5137.6145046807
0.208324988069358,0.443538691128376,0.257795763481364,0.453950910779946,0.233932779909337,0.235722309482259,-0.00928379448179649,-1.69231472858233,0.208336236482467,0.44356817500524,0.257813886729901,0.453965702860974,0.233948468265322,0.235732632655454,-0.00928378303699302,-1.6922817542668,0,-4802.18412105862
0.182881326931531,0.471045697519438,0.258613931264143,0.48011181006884,0.211423137541806,0.214103369024813,-0.00966979543575776,-1.5714182399576,0.182892330582097,0.47107430800597,0.258631307475874,0.480129115691591,0.211438325266476,0.214113790649637,-0.00966976725871919,-1.57138452571995,0.00105753672193218,-4793.27604605771
0.218585423617539,0.514131166224755,0.302462023546056,0.506131068525132,0.220999249560774,0.234467685519983,-0.00935012980037876,-1.42550220533691,0.212569850863445,0.512762420212833,0.29971036027561,0.534741227541306,0.220056685988536,0.240293251335248,-0.00921645033508184,-1.41562908014949,8.81948094633207,-4791.48829074975
0.242248425255299,0.505783129327674,0.275736600000049,0.51002405169568,0.211096978006456,0.221715420765933,-0.00927828314907134,-1.43287059843848,0.216275923255786,0.514865571894501,0.302872631797133,0.522446306307324,0.22221073536023,0.24016636446784,-0.00929914447729135,-1.41550605871593,8.19486818274531,-4791.39482356135
0.279800374722317,0.526796169191807,0.265384235162601,0.45725128989019,0.226904170609864,0.197045075066791,-0.00944062113812986,-1.4423379055206,0.21617921476759,0.514544507029276,0.302177227333954,0.522293461424196,0.221686894979957,0.239577316656047,-0.00930060752597702,-1.4164651834574,6.41462207639319,-4791.39425682401
0.284667218407671,0.527115235556245,0.262150162553934,0.454589072650799,0.227317344779551,0.193804020846471,-0.00944544475635965,-1.44371525410703,0.216062333553011,0.514541362639511,0.302220924801592,0.522385317652371,0.221675789541302,0.239668637591919,-0.00930086066426667,-1.41644310884334,5.76537736327752,-4791.39384262341
0.294391739097924,0.52801184741868,0.255528769049902,0.44894943046096,0.228280229413926,0.187252232889514,-0.00945750676941962,-1.44657150483959,0.215925989654518,0.514580822380034,0.302288370093509,0.522610757960265,0.221622681147612,0.239805330282933,-0.0093013988343507,-1.41638289019378,4.41461965321007,-4791.39118067284
0.302562350959564,0.529690832947773,0.249175770410923,0.443916783521962,0.229187777261828,0.181649865997029,-0.00947733129337703,-1.44929355352885,0.215833348269456,0.514622732480378,0.302303127289428,0.522716060949455,0.221587001629042,0.239897506819523,-0.00930189123511354,-1.41638029426407,3.8285648939636,-4791.38822849111
0.518420968070899,0.611657864137334,0.0468408136922156,0.247633111707917,0.266583339627005,0.0222684414174875,-0.0106563819843788,-1.56333476621244,0.213652366691086,0.51455170117574,0.304604502439239,0.52512218201274,0.220540595659752,0.242297180191796,-0.00929867439380835,-1.41529626651949,4.19947001307652,-4791.31748622437
1.55264350941442,0.906484872560882,-0.186845187537931,-0.26597970736523,0.330720884790289,-1.13490305374398,-0.0235175650589591,-1.58033301340745,0.207778762656022,0.516149901152358,0.305747072019783,0.531747365060677,0.216526997394231,0.251984238649011,-0.00918484545782934,-1.41583616647839,3.93460457079817,-4790.58709517083
1.04855536852328,1.33025617118308,-0.304019436179897,0.307678306201173,-0.0665139246415004,-1.10862078424912,-0.0347489981862755,-1.53587928141679,0.207786010082747,0.51632763868763,0.305318348828764,0.532106985371002,0.217867973709462,0.251896154478832,-0.00917524515967165,-1.41667290187066,3.80405452278836,-4789.96398907819
1.88440791942972,2.2960926158915,-1.27147918033614,-0.113692322993763,-0.011478542386564,-1.66016090292526,-0.0478321219581247,-1.73982243162575,0.204417315285618,0.509321098173131,0.314055420180123,0.533114392062538,0.217439753672845,0.260512434169841,-0.00896091724895976,-1.4340172048674,2.98698409424638,-4786.00302775083
2.53786446744606,3.79614659948512,-2.31322314686593,-0.102031305049268,-0.293443691177948,-1.09295741721179,-0.052385042636285,-3.02027934321712,0.109806499978005,0.397742246596117,0.36397285801971,0.547413569443423,0.231997973992642,0.31465703926709,-0.00859051463350037,-1.43256982970277,1.75698624349173,-4784.88537527026
2.47154164122425,1.93236824188989,-0.953090550116746,-0.222433164384862,-0.0331705316618566,-1.29620290766658,-0.0241023225932418,-2.14595200775718,-0.14291060702578,0.224830811088231,0.467749919132623,0.624915037509333,0.245696448337929,0.420871832876573,-0.00838560890159034,-1.38242116819412,1.37054678108116,-4782.07916467222
2.20301553720862,2.39857910991232,-1.30278064806856,0.0603877981134899,0.181284898482016,-0.89774076678829,-0.0289262978721444,-2.32975725157649,-0.16494548143565,0.196423828843057,0.511317292449342,0.626934897553219,0.23915331179207,0.416842060026048,-0.00886914401250732,-1.35503338235854,1.3281503214048,-4772.72027750951
2.43457286749606,2.37415957313125,-1.35182196092736,-0.0714550363989567,0.280431261116339,-0.906891776048051,-0.0284283545007957,-2.29172074552187,-0.206261538740842,0.240399085040125,0.512284826276202,0.671048968446937,0.215831119503953,0.422587545672598,-0.0093067194506448,-1.32274654704642,1.27131085219282,-4771.87482683688
2.9733282007086,2.92604639682016,-1.63660622708657,-0.355072357013448,0.797930465732188,-0.553830106720548,-0.0271864308066709,-2.255913271492,-0.328424648039689,0.0990243786327491,0.650372300917803,0.802603600208533,0.117023177226825,0.385023769455785,-0.00942950506365521,-1.31108365711608,1.1200362504441,-4767.79734527658
3.61576731101958,3.63165518762476,-1.37670229111393,-0.329975799939007,1.80226595976917,-0.184530239611512,-0.0228866677329372,-1.6937438389451,-0.415939236975997,-0.0602235222698768,0.732735757325123,1.00117871730724,-0.133197110537402,0.318715385099276,-0.010515784275847,-1.38036603403494,1.02072485718369,-4765.82208743212
5.04396773469943,5.07545171328954,-1.69557824410553,0.0943783194485591,2.5985162084375,-0.56155205012861,-0.0178386999881893,-1.7141484922229,-0.307551348913268,-0.0615783592453562,0.732291677589679,0.940199589580505,-0.0861052390516297,0.355255643389885,-0.0121795641744596,-1.40160705594512,1.18070938864782,-4764.53962530438
7.1316489167886,6.55819130911472,-2.05091682575133,0.583895360627552,3.6157101994346,-1.43257359807592,-0.0171719572868221,-2.17103243354189,-0.300393815048495,0.0250707928998723,0.695765512028317,0.923005031888879,-0.0161221097275621,0.361598546857809,-0.0117327467006759,-1.38694318020324,1.27602653621284,-4761.61302898868
8.92114536695119,7.55825737595249,-2.81411395324018,0.645015675647785,5.72067505033166,-2.51795626424259,-0.0302631413791443,-3.32538810993423,-0.285210087778324,-0.0178238302177672,0.690831003057517,0.971588265511454,-0.105619640276529,0.336532160142508,-0.0112656002399829,-1.3928188371083,1.21620249601586,-4760.23948598212
11.4244244311424,9.39583894719046,-3.43307531531775,0.640917887108533,7.36492718636191,-3.15479685776554,-0.0345174318830799,-3.95309568879466,-0.29480177979782,-0.00808721866341328,0.689918921817923,0.944516692602346,-0.0633331641059064,0.338373122607844,-0.0116966544020621,-1.41227470216215,1.25656262355217,-4759.71794670912
11.2365390459309,9.67954503245811,-3.56888645174695,0.864367311212145,7.05201377828169,-3.49763869507437,-0.0237492587878191,-4.02090034518551,-0.278990230994394,-0.0091644368747638,0.690113630962512,0.956447522854929,-0.0599204685989148,0.344213443127915,-0.0117192418066017,-1.40229356225238,1.26596228050449,-4759.26169586535
