"term","estimate","rob_se","rob_t"
"b_Habitat_QualityMed_1",0.796459059667756,0.0525734552757981,15.1494524278377
"b_Habitat_QualityHigh_1",1.10226938176617,0.0556949502661375,19.7911907003954
"b_Trail_ConditionMed_1",0.839193430017474,0.0398116276078002,21.0791037805511
"b_Trail_ConditionHigh_1",0.949714310135757,0.0460643939098366,20.6171020505483
"b_CrowdingMed_1",0.59827286770095,0.0454872294835448,13.1525457692994
"b_CrowdingLow_1",0.734962465787864,0.045860061447324,16.0261988883739
"b_cost_1",-0.00339311087770089,0.00102555171152324,-3.30857122032505
"b_cost_2",-0.135127371932718,0.029083094285539,-4.64625155102247
"delta_2",-3.27475676856905,0.178613902724143,-18.3342769998519
