"b_HabitatMed_1","b_HabitatHigh_1","b_TrailCondMed_1","b_TrailCondHigh_1","b_CrowdingMed_1","b_CrowdingLow_1","b_cost_1","asc_optout_1","b_HabitatMed_2","b_HabitatHigh_2","b_TrailCondMed_2","b_TrailCondHigh_2","b_CrowdingMed_2","b_CrowdingLow_2","b_cost_2","asc_optout_2","b_HabitatMed_3","b_HabitatHigh_3","b_TrailCondMed_3","b_TrailCondHigh_3","b_CrowdingMed_3","b_CrowdingLow_3","b_cost_3","asc_optout_3","delta_2","delta_3","logLike"
0.35,0.86,0.49,0.82,0.27,0.35,-0.01,-4,0.25,0.5,0.25,0.5,0.15,0.2,-0.03,-2,0.05,0.1,0.05,0.1,0.05,0.05,-0.005,0.5,0,-0.5,-4948.31328368369
0.35859597274508,0.839840866059045,0.486748583990511,0.807030578829392,0.271772611248921,0.360870829383129,-0.00852670144529681,-4.92060739597773,0.278656242351,0.507165025183028,0.254616653943043,0.502456332905853,0.174480139512667,0.2090681918461,-0.0273358139904582,-2.21302474769623,0.193674467223673,0.239571988140736,0.163618548738847,0.241474496194088,0.203835407556402,0.191224578744792,-0.00221332874640105,0.342364438174395,0.0579151192670962,-0.596729179918432,-4832.067229173
0.342190966127665,0.77939632683929,0.488168344595187,0.752656832436953,0.265316980870811,0.366075032181838,-0.00415894163039466,-5.17703207927152,0.259179978119518,0.478684089781569,0.210299270227473,0.439801801699662,0.167296285072675,0.157632675701523,-0.024719644522578,-2.16528720197034,0.280812386996759,0.399455328665806,0.202950968917,0.377082849873334,0.342954179635321,0.353466363023073,-0.000993566506864826,0.195181803763819,0.0331603507955396,-0.654471103673614,-4797.16151544781
0.178448166398891,0.51364263242953,0.614096535627939,0.658359459987351,0.251844519629743,0.404845184134635,0.00254546214178887,-3.62643855679753,0.269643333912452,0.511534533036829,0.0265345607924437,0.27333597419467,0.044551557686193,-0.189025924235631,-0.0276747341933313,-2.02232470814612,0.361708039443259,0.781534042412711,0.021156989913997,0.680174913012974,0.497320701018075,0.706424401237498,-0.00331750269207889,0.141051538986787,0.0571415380247553,-0.666392358355481,-4785.10186599714
-0.126623172873633,0.410712015793633,0.594380900510113,0.677131558899874,0.26867274906142,0.458930993015713,0.00350640093009551,-2.57096156209482,0.554949022422428,0.749430058315983,-0.0836411334370181,0.0684227725771262,-0.126730073506811,-0.425987785917733,-0.0307955422960117,-2.20158172982081,0.558663986382262,0.734601542411672,0.143243961948389,1.05772881688022,0.744241456654765,1.04385956257574,-0.00511882032269048,0.351251263457099,0.0367147107564616,-0.634108536300067,-4778.69741363036
-0.337114506810822,0.325435888174049,0.610652423995224,0.77837509148966,0.252979670163151,0.510294248979964,0.00380074641701037,-2.11243468152407,0.784752474454576,0.89744257362839,-0.172241618387495,-0.0816878563548228,-0.233891427445181,-0.585423939131007,-0.0324361119660528,-2.35096850504358,0.57740060041508,0.778414442930735,0.24535506112154,1.23543392746762,0.985635195508598,1.29860929698831,-0.00627384674172129,0.517939561113558,0.0567477234254744,-0.600441726875535,-4774.69959055251
-0.966666649951538,0.205345301001943,0.899586346383687,1.30471157985934,0.143969188792988,0.461208010968977,0.00566469300426643,-1.54024331105977,1.173853221555,1.13859419192539,-0.43235683545436,-0.594369222619305,-0.388734046614229,-0.872918525323008,-0.0386391845713506,-2.91614141172282,1.14400502789406,0.944957216955091,0.140543282097831,1.25805824168242,1.37425275089304,1.98804712149895,-0.00859286819509045,0.922059319489397,0.0483128159128811,-0.296544332679808,-4770.28440425193
-1.31228314134282,-0.260758896594855,1.8082674350926,1.95325937507632,-0.20856540191049,-0.0168501927071946,0.0103822948748528,-1.3653218975879,1.09115497691102,1.04103166744056,-0.818712366440355,-0.540259019210378,-0.36743167273532,-0.328929915550731,-0.0403326624000113,-3.07488403773725,1.22695592078636,1.42356172989191,-0.48856277044384,0.514545297174532,1.97147387893437,2.10252560132491,-0.00847946000050312,0.818339302075422,0.177412028180285,-0.194842115057937,-4769.97985716432
-1.76669523698568,0.276826153198678,1.87345807183523,2.06716099672292,-0.363913118536429,-0.406998282374658,0.0128940052561086,-1.23463093083574,1.1571761073319,0.876643990323341,-0.842205049919632,-0.376184294846742,-0.459930474197683,-0.230468395842231,-0.0395989898089554,-2.85027228498598,1.52131449256794,1.14755438053792,0.0661119407798725,0.696673162048059,1.97258122943065,1.98078892742275,-0.00994588624481262,0.836292704150184,0.167300545350469,-0.32487096562644,-4765.09618326327
-1.91530556873037,-0.0398867716373517,1.94250340354828,2.17921612152883,0.0276838805603798,0.0778164234670198,0.0106815136304577,-1.2641906984629,1.34323367678484,0.851913258212366,-0.781512553098398,-0.431604753344109,-0.348369525272565,-0.296892454268587,-0.037854537311799,-2.64981453869445,1.69392896300389,1.48562615603572,-0.31819893274518,0.669799918262906,1.58426043864016,1.93239577131868,-0.0135712793783137,0.709399853955218,-0.0246040195899628,-0.493553119797912,-4762.59154999206
-2.1353147578889,0.003596101816462,2.16047954412021,2.36963694772703,0.0693806427025415,-0.0546014456051164,0.0113524583482767,-1.16948114452567,1.20647643655001,0.807683683696863,-0.905572733160062,-0.244756359139304,-0.378160870580714,-0.208650591016055,-0.0320658819159376,-2.47548291704195,2.2824126311256,1.51319697839402,-0.427916293141531,0.167276471226833,1.55435441145076,1.73688577188237,-0.0236865001896738,0.36553060679694,-0.206731472673455,-0.625252528896247,-4761.79178558816
-2.07156646361664,0.136607998720887,2.13391549972258,2.23885910012849,0.189176608444125,0.0830758974424433,0.00937310132491031,-1.14233495936002,1.20751514480064,0.620887618583375,-0.931722960989717,-0.141864888405016,-0.418006078220827,-0.377633241274817,-0.0267845540510008,-2.42155986313578,2.47833759057319,1.77056755919111,-0.501429869167749,0.104068123954193,1.44482394015608,1.99551884013922,-0.0366824192137657,0.292386034083345,-0.259821594900481,-0.646780920721549,-4760.54231251788
-2.02269297482734,0.172271314797502,2.17206982529536,2.1881403187913,0.234895330485713,0.132205371418495,0.00764331268174066,-1.11445205179655,1.17297710307301,0.609365647880058,-0.923200647424707,-0.0923052255608407,-0.433148233984934,-0.374346980967234,-0.0263235936817993,-2.49409203543036,2.54530587206758,1.7877436612747,-0.623075393396576,0.0569153628218036,1.47727531106278,1.99428472621281,-0.037211785517376,0.330049680816687,-0.252711328976634,-0.654378545271312,-4760.23450407906
-1.97443695833039,0.2382852356828,2.20369997364907,2.11186419214387,0.307101813069542,0.218054361279889,0.00571959506995937,-1.00223707418663,1.13168524187025,0.524796650634178,-0.917007751280708,-0.0187383900202129,-0.406272970303587,-0.414548531076788,-0.026168083311215,-2.57541101266077,2.6685329725798,1.85764933500904,-0.719061643686532,0.0218831602125336,1.42848228420244,2.04139377581844,-0.0379691302279755,0.382917777391793,-0.240184660158684,-0.695061854889379,-4760.00618184544
-1.75918533220283,0.433414117687224,2.2499066652032,1.88738486226629,0.540977954179772,0.396002746151138,0.00209493041781088,-0.647693090469918,0.875292590135241,0.203482866632761,-1.19465983905144,0.0314889708004218,-0.471238710959327,-0.619401600080461,-0.0288435643451397,-3.28006875431007,2.78735459322315,1.84897527237001,-0.545370039933809,0.0908558914049024,0.957358438293976,1.75260752811212,-0.0347861713680487,0.419024690805949,-0.327103022705853,-0.673280380787747,-4759.46195091983
-1.78560859366032,0.428399244816609,2.27366361198905,1.88601822435399,0.620651653260273,0.389000575888894,0.00193605634471019,-0.579265486442379,0.915544528327461,0.154313857849539,-1.33796177759523,-0.0267874067949489,-0.322025085571873,-0.594460076607818,-0.031848947840553,-3.60241455390493,2.79640331145274,1.90618766507781,-0.444267443244444,0.143606736116402,0.667002876508176,1.68294376740408,-0.0350574018206125,0.457738863231641,-0.314998308322874,-0.712257296674991,-4758.64403875085
-1.89097213181842,0.359411006241415,2.4120264440974,1.78586526851171,0.92735213560831,0.380593878960565,-0.00031339019441241,-0.470921023373108,1.15875536616785,0.20209161429999,-1.99148863202369,-0.112132081102228,-0.152727446918708,-0.619131158926154,-0.0457734049106407,-4.63318789279935,2.79124729416475,1.83992223757617,0.112147363368498,0.334945782716784,-0.0693373829117618,1.45191157769271,-0.0279945485189315,0.842788535859682,-0.276670870101656,-0.820499151133834,-4756.94703674287
